Project,sha,class_,method,Found
achilles,9e4e89bc9742801d32cf0c8018d2fcbc1337d1a6,info.archinnov.achilles.it.TestEntityWithStaticAnnotations,should_insert_using_static_strategy_an_consistency_level,1
achilles,a10c468cad70a42ca3e9acdca1f0ad0b6bbfe365,info.archinnov.achilles.it.TestALLEntityAsChild,should_delete_by_id,1
achilles,a10c468cad70a42ca3e9acdca1f0ad0b6bbfe365,info.archinnov.achilles.it.TestALLEntityAsChild,should_dsl_delete,1
achilles,a10c468cad70a42ca3e9acdca1f0ad0b6bbfe365,info.archinnov.achilles.it.TestALLEntityAsChild,should_dsl_update_child_value,1
achilles,a10c468cad70a42ca3e9acdca1f0ad0b6bbfe365,info.archinnov.achilles.it.TestALLEntityAsChild,should_insert,1
achilles,a10c468cad70a42ca3e9acdca1f0ad0b6bbfe365,info.archinnov.achilles.it.TestCRUDSimpleEntity,should_delete_by_id,1
achilles,a10c468cad70a42ca3e9acdca1f0ad0b6bbfe365,info.archinnov.achilles.it.TestCRUDSimpleEntity,should_delete_by_partition,1
achilles,a10c468cad70a42ca3e9acdca1f0ad0b6bbfe365,info.archinnov.achilles.it.TestCRUDSimpleEntity,should_delete_with_equal_condition,1
achilles,a10c468cad70a42ca3e9acdca1f0ad0b6bbfe365,info.archinnov.achilles.it.TestCRUDSimpleEntity,should_delete_with_inequal_condition,1
achilles,a10c468cad70a42ca3e9acdca1f0ad0b6bbfe365,info.archinnov.achilles.it.TestCRUDSimpleEntity,should_delete_with_not_equal_condition,1
achilles,a10c468cad70a42ca3e9acdca1f0ad0b6bbfe365,info.archinnov.achilles.it.TestCRUDSimpleEntity,should_delete_with_schema_name_provider,1
achilles,a10c468cad70a42ca3e9acdca1f0ad0b6bbfe365,info.archinnov.achilles.it.TestCRUDSimpleEntity,should_insert,1
achilles,a10c468cad70a42ca3e9acdca1f0ad0b6bbfe365,info.archinnov.achilles.it.TestCRUDSimpleEntity,should_insert_with_downgrading_consistency,1
achilles,a10c468cad70a42ca3e9acdca1f0ad0b6bbfe365,info.archinnov.achilles.it.TestCRUDSimpleEntity,should_insert_with_insert_strategy_non_null_fields,1
achilles,a10c468cad70a42ca3e9acdca1f0ad0b6bbfe365,info.archinnov.achilles.it.TestCRUDSimpleEntity,should_insert_with_schema_name_provider,1
achilles,a10c468cad70a42ca3e9acdca1f0ad0b6bbfe365,info.archinnov.achilles.it.TestCRUDSimpleEntity,should_insert_with_timestamp,1
achilles,a10c468cad70a42ca3e9acdca1f0ad0b6bbfe365,info.archinnov.achilles.it.TestCRUDSimpleEntity,should_insert_with_ttl,1
achilles,a10c468cad70a42ca3e9acdca1f0ad0b6bbfe365,info.archinnov.achilles.it.TestDSLSimpleEntity,should_dsl_delete,1
achilles,a10c468cad70a42ca3e9acdca1f0ad0b6bbfe365,info.archinnov.achilles.it.TestDSLSimpleEntity,should_dsl_delete_with_options,1
achilles,a10c468cad70a42ca3e9acdca1f0ad0b6bbfe365,info.archinnov.achilles.it.TestDSLSimpleEntity,should_dsl_delete_with_schema_name,1
achilles,a10c468cad70a42ca3e9acdca1f0ad0b6bbfe365,info.archinnov.achilles.it.TestDSLSimpleEntity,should_dsl_update_list_append,1
